input_pincode,url,platform,name,price,mrp,availability,seller_details,manufacturer_details,marketer_details,variant_count,variant_in_stock_count,inventory,scraped_at,error
560001,https://www.swiggy.com/instamart/item/Q3J3C2YRB4,instamart,N/A,0.0,0.0,Unknown,"Seller Name: Growgreenherbs Modern Retails Pvt Ltd Bhoganhalli
FSSAI Number: 11222333001812
Address: GF,PK sports club,Sy. No. 6/3,Bhoganahalli Village, Varthur Hobli, Bengaluru South Taluk - 560103",,,1,0,,2026-01-17 14:48:31,
