input_pincode,url,platform,name,price,mrp,availability,seller_details,manufacturer_details,marketer_details,variant_count,variant_in_stock_count,inventory,scraped_at,error
560001,https://blinkit.com/prn/godrej-real-good-chicken-curry-cut/prid/482630,blinkit,N/A,0.0,0.0,Out of Stock,,,,1,0,0,2026-01-17 14:41:42,
