input_pincode,url,platform,name,price,mrp,availability,seller_details,manufacturer_details,marketer_details,variant_count,variant_in_stock_count,inventory,scraped_at,error
560001,https://www.zepto.com/pn/strawberry-mahabaleshwar/pvid/d0a3ad74-8c00-4b37-bd4c-d87cef26714e,zepto,N/A,,,Not Found,,,,1,1,,2026-01-17 19:52:42,404 Not Found
